,frame,id,cam,x,y,tl_x,tl_y,c_x,c_y,w,h,theta,l_x,l_y,r_x,r_y,aa_tl_x,aa_tl_y,aa_w,aa_h
172,213,4,1,929,197,867.8900756835938,175.4703369140625,929,197,991.4937133789062,219.4742889404297,0,867.8900756835938,175.4703369140625,1859.3837890625,350.940673828125,867.8900756835938,175.4703369140625,1859.3837890625,350.940673828125
174,214,3,1,1037,357,1007.6084594726562,297.819580078125,1037,357,1066.9620361328125,416.9065856933594,0,1007.6084594726562,297.819580078125,2074.5704956054688,595.63916015625,1007.6084594726562,297.819580078125,2074.5704956054688,595.63916015625
173,214,4,1,927,192,862.0285034179688,173.61361694335938,927,192,992.2268676757812,211.2207489013672,0,862.0285034179688,173.61361694335938,1854.25537109375,347.22723388671875,862.0285034179688,173.61361694335938,1854.25537109375,347.22723388671875
175,215,3,1,1037,350,1005.0355224609375,292.1856384277344,1037,350,1069.071533203125,408.3280944824219,0,1005.0355224609375,292.1856384277344,2074.1070556640625,584.3712768554688,1005.0355224609375,292.1856384277344,2074.1070556640625,584.3712768554688
174,215,4,1,923,190,855.9185180664062,173.52999877929688,923,190,991.3317260742188,207.33731079101562,0,855.9185180664062,173.52999877929688,1847.250244140625,347.05999755859375,855.9185180664062,173.52999877929688,1847.250244140625,347.05999755859375
176,216,3,1,1036,345,1003.8837280273438,288.0003967285156,1036,345,1069.601318359375,403.0155944824219,0,1003.8837280273438,288.0003967285156,2073.4850463867188,576.0007934570312,1003.8837280273438,288.0003967285156,2073.4850463867188,576.0007934570312
175,216,4,1,916,190,850.0285034179688,173.94369506835938,916,190,982.240234375,207.96580505371094,0,850.0285034179688,173.94369506835938,1832.2687377929688,347.88739013671875,850.0285034179688,173.94369506835938,1832.2687377929688,347.88739013671875
177,217,3,1,1035,338,1002.3154296875,282.49310302734375,1035,338,1069.4815673828125,393.9890441894531,0,1002.3154296875,282.49310302734375,2071.7969970703125,564.9862060546875,1002.3154296875,282.49310302734375,2071.7969970703125,564.9862060546875
176,217,4,1,911,191,844.9365234375,173.5849609375,911,191,978.524658203125,209.58935546875,0,844.9365234375,173.5849609375,1823.461181640625,347.169921875,844.9365234375,173.5849609375,1823.461181640625,347.169921875
178,218,3,1,1034,334,1000.6759033203125,277.4605712890625,1034,334,1068.1387939453125,391.1484375,0,1000.6759033203125,277.4605712890625,2068.814697265625,554.921142578125,1000.6759033203125,277.4605712890625,2068.814697265625,554.921142578125
177,218,4,1,906,192,839.0924072265625,173.50169372558594,906,192,974.4308471679688,212.32232666015625,0,839.0924072265625,173.50169372558594,1813.5232543945312,347.0033874511719,839.0924072265625,173.50169372558594,1813.5232543945312,347.0033874511719
179,219,3,1,1030,329,997.252685546875,272.4419860839844,1030,329,1064.548095703125,387.5235595703125,0,997.252685546875,272.4419860839844,2061.80078125,544.8839721679688,997.252685546875,272.4419860839844,2061.80078125,544.8839721679688
178,219,4,1,900,193,832.8786010742188,172.8026885986328,900,193,967.412109375,213.40194702148438,0,832.8786010742188,172.8026885986328,1800.2907104492188,345.6053771972656,832.8786010742188,172.8026885986328,1800.2907104492188,345.6053771972656
180,220,3,1,1028,326,995.80517578125,268.54644775390625,1028,326,1060.7344970703125,385.2648010253906,0,995.80517578125,268.54644775390625,2056.5396728515625,537.0928955078125,995.80517578125,268.54644775390625,2056.5396728515625,537.0928955078125
179,220,4,1,895,193,826.7965698242188,172.4110107421875,895,193,963.31005859375,214.3282012939453,0,826.7965698242188,172.4110107421875,1790.1066284179688,344.822021484375,826.7965698242188,172.4110107421875,1790.1066284179688,344.822021484375
181,221,3,1,1025,323,993.4153442382812,264.6667785644531,1025,323,1057.8072509765625,382.463134765625,0,993.4153442382812,264.6667785644531,2051.2225952148438,529.3335571289062,993.4153442382812,264.6667785644531,2051.2225952148438,529.3335571289062
180,221,4,1,892,193,821.5003051757812,171.54681396484375,892,193,963.9205932617188,215.2303009033203,0,821.5003051757812,171.54681396484375,1785.4208984375,343.0936279296875,821.5003051757812,171.54681396484375,1785.4208984375,343.0936279296875
182,222,3,1,1019,319,988.1290893554688,263.5626220703125,1019,319,1050.7166748046875,375.78594970703125,0,988.1290893554688,263.5626220703125,2038.8457641601562,527.125244140625,988.1290893554688,263.5626220703125,2038.8457641601562,527.125244140625
181,222,4,1,885,193,816.8824462890625,172.38040161132812,885,193,954.3118286132812,214.86837768554688,0,816.8824462890625,172.38040161132812,1771.1942749023438,344.76080322265625,816.8824462890625,172.38040161132812,1771.1942749023438,344.76080322265625
183,223,3,1,1013,317,981.5170288085938,263.19488525390625,1013,317,1044.7620849609375,372.097900390625,0,981.5170288085938,263.19488525390625,2026.2791137695312,526.3897705078125,981.5170288085938,263.19488525390625,2026.2791137695312,526.3897705078125
182,223,4,1,881,194,813.0072631835938,173.13003540039062,881,194,949.1744995117188,215.6292266845703,0,813.0072631835938,173.13003540039062,1762.1817626953125,346.26007080078125,813.0072631835938,173.13003540039062,1762.1817626953125,346.26007080078125
184,224,3,1,1009,314,977.2056884765625,262.64483642578125,1009,314,1041.0303955078125,366.98858642578125,0,977.2056884765625,262.64483642578125,2018.236083984375,525.2896728515625,977.2056884765625,262.64483642578125,2018.236083984375,525.2896728515625
183,224,4,1,875,194,807.3137817382812,172.3664093017578,875,194,943.27587890625,216.29977416992188,0,807.3137817382812,172.3664093017578,1750.5896606445312,344.7328186035156,807.3137817382812,172.3664093017578,1750.5896606445312,344.7328186035156
185,225,3,1,1008,310,975.3439331054688,259.4602966308594,1008,310,1041.0059814453125,362.0997619628906,0,975.3439331054688,259.4602966308594,2016.3499145507812,518.9205932617188,975.3439331054688,259.4602966308594,2016.3499145507812,518.9205932617188
184,225,4,1,872,193,804.0596923828125,171.39280700683594,872,193,940.646728515625,216.38319396972656,0,804.0596923828125,171.39280700683594,1744.7064208984375,342.7856140136719,804.0596923828125,171.39280700683594,1744.7064208984375,342.7856140136719
186,226,3,1,1007,304,972.4447631835938,255.4630584716797,1007,304,1042.831298828125,353.722412109375,0,972.4447631835938,255.4630584716797,2015.2760620117188,510.9261169433594,972.4447631835938,255.4630584716797,2015.2760620117188,510.9261169433594
185,226,4,1,866,193,799.0296020507812,171.1104278564453,866,193,933.7991943359375,216.34225463867188,0,799.0296020507812,171.1104278564453,1732.8287963867188,342.2208557128906,799.0296020507812,171.1104278564453,1732.8287963867188,342.2208557128906
187,227,3,1,1005,301,967.4159545898438,251.74093627929688,1005,301,1043.0992431640625,350.4178771972656,0,967.4159545898438,251.74093627929688,2010.5151977539062,503.48187255859375,967.4159545898438,251.74093627929688,2010.5151977539062,503.48187255859375
186,227,4,1,864,193,794.8748779296875,170.58917236328125,864,193,933.9723510742188,216.77957153320312,0,794.8748779296875,170.58917236328125,1728.8472290039062,341.1783447265625,794.8748779296875,170.58917236328125,1728.8472290039062,341.1783447265625
188,228,3,1,1005,294,965.2733154296875,247.9298553466797,1005,294,1045.270263671875,340.5311584472656,0,965.2733154296875,247.9298553466797,2010.5435791015625,495.8597106933594,965.2733154296875,247.9298553466797,2010.5435791015625,495.8597106933594
187,228,4,1,859,193,791.0547485351562,170.7764892578125,859,193,928.5570068359375,216.6152801513672,0,791.0547485351562,170.7764892578125,1719.6117553710938,341.552978515625,791.0547485351562,170.7764892578125,1719.6117553710938,341.552978515625
189,229,3,1,1004,286,962.2073364257812,244.12835693359375,1004,286,1047.23193359375,328.702880859375,0,962.2073364257812,244.12835693359375,2009.4392700195312,488.2567138671875,962.2073364257812,244.12835693359375,2009.4392700195312,488.2567138671875
188,229,4,1,857,194,787.9378662109375,171.2180633544922,857,194,927.4385375976562,217.48878479003906,0,787.9378662109375,171.2180633544922,1715.3764038085938,342.4361267089844,787.9378662109375,171.2180633544922,1715.3764038085938,342.4361267089844
190,230,3,1,1003,284,959.4876098632812,241.3115692138672,1003,284,1048.441162109375,327.3627624511719,0,959.4876098632812,241.3115692138672,2007.9287719726562,482.6231384277344,959.4876098632812,241.3115692138672,2007.9287719726562,482.6231384277344
189,230,4,1,856,194,783.7852172851562,171.3819122314453,856,194,928.9953002929688,218.10211181640625,0,783.7852172851562,171.3819122314453,1712.780517578125,342.7638244628906,783.7852172851562,171.3819122314453,1712.780517578125,342.7638244628906
191,231,3,1,1003,281,956.66748046875,238.63568115234375,1003,281,1050.481689453125,324.9332275390625,0,956.66748046875,238.63568115234375,2007.149169921875,477.2713623046875,956.66748046875,238.63568115234375,2007.149169921875,477.2713623046875
190,231,4,1,852,196,782.048583984375,174.36131286621094,852,196,923.9443359375,218.96868896484375,0,782.048583984375,174.36131286621094,1705.992919921875,348.7226257324219,782.048583984375,174.36131286621094,1705.992919921875,348.7226257324219
192,232,3,1,1004,278,954.35693359375,235.26771545410156,1004,278,1053.8992919921875,322.49212646484375,0,954.35693359375,235.26771545410156,2008.2562255859375,470.5354309082031,954.35693359375,235.26771545410156,2008.2562255859375,470.5354309082031
191,232,4,1,848,197,778.84228515625,176.45608520507812,848,197,918.9671020507812,219.01724243164062,0,778.84228515625,176.45608520507812,1697.8093872070312,352.91217041015625,778.84228515625,176.45608520507812,1697.8093872070312,352.91217041015625
193,233,3,1,1002,276,951.234375,232.3592987060547,1002,276,1054.380615234375,320.8845520019531,0,951.234375,232.3592987060547,2005.614990234375,464.7185974121094,951.234375,232.3592987060547,2005.614990234375,464.7185974121094
192,233,4,1,847,197,775.4637451171875,175.923583984375,847,197,919.2713012695312,219.52511596679688,0,775.4637451171875,175.923583984375,1694.7350463867188,351.84716796875,775.4637451171875,175.923583984375,1694.7350463867188,351.84716796875
194,234,3,1,1000,274,947.7992553710938,229.11685180664062,1000,274,1052.7603759765625,318.9539794921875,0,947.7992553710938,229.11685180664062,2000.5596313476562,458.23370361328125,947.7992553710938,229.11685180664062,2000.5596313476562,458.23370361328125
193,234,4,1,841,198,771.9757080078125,177.16940307617188,841,198,911.75537109375,219.94471740722656,0,771.9757080078125,177.16940307617188,1683.7310791015625,354.33880615234375,771.9757080078125,177.16940307617188,1683.7310791015625,354.33880615234375
195,235,3,1,997,271,944.923828125,226.8054656982422,997,271,1050.0592041015625,315.4707946777344,0,944.923828125,226.8054656982422,1994.9830322265625,453.6109313964844,944.923828125,226.8054656982422,1994.9830322265625,453.6109313964844
194,235,4,1,841,199,769.9016723632812,178.03424072265625,841,199,912.3148803710938,220.4943084716797,0,769.9016723632812,178.03424072265625,1682.216552734375,356.0684814453125,769.9016723632812,178.03424072265625,1682.216552734375,356.0684814453125
196,236,3,1,995,269,942.9638061523438,224.48570251464844,995,269,1048.0274658203125,313.6528015136719,0,942.9638061523438,224.48570251464844,1990.9912719726562,448.9714050292969,942.9638061523438,224.48570251464844,1990.9912719726562,448.9714050292969
195,236,4,1,839,199,767.330810546875,177.87045288085938,839,199,911.382568359375,221.05282592773438,0,767.330810546875,177.87045288085938,1678.71337890625,355.74090576171875,767.330810546875,177.87045288085938,1678.71337890625,355.74090576171875
197,237,3,1,993,266,940.5679321289062,221.87384033203125,993,266,1046.0089111328125,310.41668701171875,0,940.5679321289062,221.87384033203125,1986.5768432617188,443.7476806640625,940.5679321289062,221.87384033203125,1986.5768432617188,443.7476806640625
196,237,4,1,835,199,764.638671875,178.03024291992188,835,199,906.1629028320312,219.9742431640625,0,764.638671875,178.03024291992188,1670.8015747070312,356.06048583984375,764.638671875,178.03024291992188,1670.8015747070312,356.06048583984375
198,238,3,1,991,265,937.99755859375,220.3955078125,991,265,1044.72705078125,310.6970520019531,0,937.99755859375,220.3955078125,1982.724609375,440.791015625,937.99755859375,220.3955078125,1982.724609375,440.791015625
197,238,4,1,834,199,762.3665161132812,178.87722778320312,834,199,906.3162231445312,219.80914306640625,0,762.3665161132812,178.87722778320312,1668.6827392578125,357.75445556640625,762.3665161132812,178.87722778320312,1668.6827392578125,357.75445556640625
199,239,3,1,988,264,935.415771484375,217.3213348388672,988,264,1042.5047607421875,310.9847717285156,0,935.415771484375,217.3213348388672,1977.9205322265625,434.6426696777344,935.415771484375,217.3213348388672,1977.9205322265625,434.6426696777344
198,239,4,1,831,200,759.5842895507812,182.42660522460938,831,200,904.2838134765625,219.39788818359375,0,759.5842895507812,182.42660522460938,1663.8681030273438,364.85321044921875,759.5842895507812,182.42660522460938,1663.8681030273438,364.85321044921875
200,240,3,1,987,261,933.6792602539062,214.84878540039062,987,261,1041.3492431640625,308.9700622558594,0,933.6792602539062,214.84878540039062,1975.0285034179688,429.69757080078125,933.6792602539062,214.84878540039062,1975.0285034179688,429.69757080078125
199,240,4,1,830,201,759.4649658203125,183.93145751953125,830,201,901.31201171875,219.97027587890625,0,759.4649658203125,183.93145751953125,1660.7769775390625,367.8629150390625,759.4649658203125,183.93145751953125,1660.7769775390625,367.8629150390625
201,241,3,1,982,256,932.3602905273438,212.34425354003906,982,256,1033.2620849609375,301.58404541015625,0,932.3602905273438,212.34425354003906,1965.6223754882812,424.6885070800781,932.3602905273438,212.34425354003906,1965.6223754882812,424.6885070800781
200,241,4,1,825,206,759.2064208984375,181.3505859375,825,206,891.9677734375,231.56639099121094,0,759.2064208984375,181.3505859375,1651.1741943359375,362.701171875,759.2064208984375,181.3505859375,1651.1741943359375,362.701171875
202,242,3,1,979,256,930.08642578125,210.3737030029297,979,256,1028.7791748046875,301.7712707519531,0,930.08642578125,210.3737030029297,1958.8656005859375,420.7474060058594,930.08642578125,210.3737030029297,1958.8656005859375,420.7474060058594
201,242,4,1,823,210,765.59814453125,179.10850524902344,823,210,881.3782958984375,241.56002807617188,0,765.59814453125,179.10850524902344,1646.9764404296875,358.2170104980469,765.59814453125,179.10850524902344,1646.9764404296875,358.2170104980469
203,243,3,1,978,255,928.4486083984375,208.7289276123047,978,255,1029.338623046875,302.4992370605469,0,928.4486083984375,208.7289276123047,1957.7872314453125,417.4578552246094,928.4486083984375,208.7289276123047,1957.7872314453125,417.4578552246094
202,243,4,1,817,211,767.5816040039062,174.20030212402344,817,211,866.67578125,248.3831329345703,0,767.5816040039062,174.20030212402344,1634.2573852539062,348.4006042480469,767.5816040039062,174.20030212402344,1634.2573852539062,348.4006042480469
204,244,3,1,977,252,926.457275390625,206.7426300048828,977,252,1028.2724609375,298.81573486328125,0,926.457275390625,206.7426300048828,1954.729736328125,413.4852600097656,926.457275390625,206.7426300048828,1954.729736328125,413.4852600097656
203,244,4,1,810,213,768.1423950195312,170.57815551757812,810,213,853.3641967773438,256.78123474121094,0,768.1423950195312,170.57815551757812,1621.506591796875,341.15631103515625,768.1423950195312,170.57815551757812,1621.506591796875,341.15631103515625
205,245,3,1,974,251,924.1453247070312,205.38169860839844,974,251,1025.4306640625,297.9058837890625,0,924.1453247070312,205.38169860839844,1949.5759887695312,410.7633972167969,924.1453247070312,205.38169860839844,1949.5759887695312,410.7633972167969
204,245,4,1,809,214,770.2872314453125,168.07855224609375,809,214,849.1839599609375,261.3645935058594,0,770.2872314453125,168.07855224609375,1619.47119140625,336.1571044921875,770.2872314453125,168.07855224609375,1619.47119140625,336.1571044921875
206,246,3,1,976,250,922.9150390625,202.5079803466797,976,250,1029.123046875,298.1163024902344,0,922.9150390625,202.5079803466797,1952.0380859375,405.0159606933594,922.9150390625,202.5079803466797,1952.0380859375,405.0159606933594
205,246,4,1,808,214,772.7897338867188,162.26942443847656,808,214,843.3548583984375,266.7484130859375,0,772.7897338867188,162.26942443847656,1616.1445922851562,324.5388488769531,772.7897338867188,162.26942443847656,1616.1445922851562,324.5388488769531
207,247,3,1,975,249,921.1951293945312,200.39141845703125,975,249,1029.517578125,298.4668884277344,0,921.1951293945312,200.39141845703125,1950.7127075195312,400.7828369140625,921.1951293945312,200.39141845703125,1950.7127075195312,400.7828369140625
206,247,4,1,805,216,773.988037109375,159.74949645996094,805,216,836.2006225585938,272.6953430175781,0,773.988037109375,159.74949645996094,1610.1886596679688,319.4989929199219,773.988037109375,159.74949645996094,1610.1886596679688,319.4989929199219
208,248,3,1,971,247,919.3757934570312,198.7050018310547,971,247,1024.182373046875,295.8904724121094,0,919.3757934570312,198.7050018310547,1943.5581665039062,397.4100036621094,919.3757934570312,198.7050018310547,1943.5581665039062,397.4100036621094
207,248,4,1,803,217,771.990478515625,155.91310119628906,803,217,834.7760620117188,278.7593688964844,0,771.990478515625,155.91310119628906,1606.7665405273438,311.8262023925781,771.990478515625,155.91310119628906,1606.7665405273438,311.8262023925781
209,249,3,1,971,245,917.8034057617188,197.34429931640625,971,245,1025.0008544921875,293.67901611328125,0,917.8034057617188,197.34429931640625,1942.8042602539062,394.6885986328125,917.8034057617188,197.34429931640625,1942.8042602539062,394.6885986328125
208,249,4,1,793,220,771.0912475585938,156.9961395263672,793,220,815.0753173828125,284.4613342285156,0,771.0912475585938,156.9961395263672,1586.1665649414062,313.9922790527344,771.0912475585938,156.9961395263672,1586.1665649414062,313.9922790527344
210,250,3,1,970,244,916.4185180664062,195.4737091064453,970,244,1025.1405639648438,294.0670471191406,0,916.4185180664062,195.4737091064453,1941.55908203125,390.9474182128906,916.4185180664062,195.4737091064453,1941.55908203125,390.9474182128906
209,250,4,1,788,228,769.934326171875,164.72854614257812,788,228,807.1446533203125,291.41583251953125,0,769.934326171875,164.72854614257812,1577.0789794921875,329.45709228515625,769.934326171875,164.72854614257812,1577.0789794921875,329.45709228515625
211,251,3,1,968,243,914.5316772460938,193.61122131347656,968,243,1022.7615356445312,293.26531982421875,0,914.5316772460938,193.61122131347656,1937.293212890625,387.2224426269531,914.5316772460938,193.61122131347656,1937.293212890625,387.2224426269531
210,251,4,1,789,230,768.7897338867188,163.46255493164062,789,230,809.2247924804688,297.4538879394531,0,768.7897338867188,163.46255493164062,1578.0145263671875,326.92510986328125,768.7897338867188,163.46255493164062,1578.0145263671875,326.92510986328125
212,252,3,1,967,242,913.3137817382812,191.84884643554688,967,242,1022.664794921875,293.31573486328125,0,913.3137817382812,191.84884643554688,1935.9785766601562,383.69769287109375,913.3137817382812,191.84884643554688,1935.9785766601562,383.69769287109375
211,252,4,1,790,236,768.9618530273438,170.04847717285156,790,236,811.8495483398438,303.2162170410156,0,768.9618530273438,170.04847717285156,1580.8114013671875,340.0969543457031,768.9618530273438,170.04847717285156,1580.8114013671875,340.0969543457031
213,253,3,1,962,237,912.0158081054688,190.39682006835938,962,237,1012.0145874023438,283.919189453125,0,912.0158081054688,190.39682006835938,1924.0303955078125,380.79364013671875,912.0158081054688,190.39682006835938,1924.0303955078125,380.79364013671875
212,253,4,1,793,245,770.111328125,181.25186157226562,793,245,817.7664794921875,309.77838134765625,0,770.111328125,181.25186157226562,1587.8778076171875,362.50372314453125,770.111328125,181.25186157226562,1587.8778076171875,362.50372314453125
214,254,3,1,962,237,910.7528076171875,189.05543518066406,962,237,1014.7447509765625,285.3221740722656,0,910.7528076171875,189.05543518066406,1925.49755859375,378.1108703613281,910.7528076171875,189.05543518066406,1925.49755859375,378.1108703613281
213,254,4,1,794,251,769.607177734375,185.85812377929688,794,251,819.5133056640625,316.9576416015625,0,769.607177734375,185.85812377929688,1589.1204833984375,371.71624755859375,769.607177734375,185.85812377929688,1589.1204833984375,371.71624755859375
215,255,3,1,962,236,909.9751586914062,187.811767578125,962,236,1015.771240234375,284.34063720703125,0,909.9751586914062,187.811767578125,1925.7463989257812,375.62353515625,909.9751586914062,187.811767578125,1925.7463989257812,375.62353515625
214,255,4,1,793,258,770.3059692382812,193.83096313476562,793,258,816.4736938476562,323.65185546875,0,770.3059692382812,193.83096313476562,1586.7796630859375,387.66192626953125,770.3059692382812,193.83096313476562,1586.7796630859375,387.66192626953125
216,256,3,1,961,235,908.0424194335938,186.03591918945312,961,235,1015.6676025390625,284.0810241699219,0,908.0424194335938,186.03591918945312,1923.7100219726562,372.07183837890625,908.0424194335938,186.03591918945312,1923.7100219726562,372.07183837890625
215,256,4,1,788,266,770.540283203125,203.29888916015625,788,266,806.6976928710938,330.4847717285156,0,770.540283203125,203.29888916015625,1577.2379760742188,406.5977783203125,770.540283203125,203.29888916015625,1577.2379760742188,406.5977783203125
217,257,3,1,961,234,906.3079223632812,184.56930541992188,961,234,1015.87744140625,284.38232421875,0,906.3079223632812,184.56930541992188,1922.1853637695312,369.13861083984375,906.3079223632812,184.56930541992188,1922.1853637695312,369.13861083984375
216,257,4,1,785,270,768.584716796875,203.42698669433594,785,270,801.5546264648438,338.0135803222656,0,768.584716796875,203.42698669433594,1570.1393432617188,406.8539733886719,768.584716796875,203.42698669433594,1570.1393432617188,406.8539733886719
218,258,3,1,958,234,903.3631591796875,188.20587158203125,958,234,1014.0255737304688,280.8812561035156,0,903.3631591796875,188.20587158203125,1917.3887329101562,376.4117431640625,903.3631591796875,188.20587158203125,1917.3887329101562,376.4117431640625
217,258,4,1,784,276,767.0059204101562,208.6315155029297,784,276,801.8715209960938,344.4044189453125,0,767.0059204101562,208.6315155029297,1568.87744140625,417.2630310058594,767.0059204101562,208.6315155029297,1568.87744140625,417.2630310058594
219,259,3,1,954,236,899.4822998046875,194.1278076171875,954,236,1008.7135009765625,278.2459716796875,0,899.4822998046875,194.1278076171875,1908.19580078125,388.255615234375,899.4822998046875,194.1278076171875,1908.19580078125,388.255615234375
218,259,4,1,784,283,767.149169921875,216.1372528076172,784,283,801.400146484375,351.1454772949219,0,767.149169921875,216.1372528076172,1568.54931640625,432.2745056152344,767.149169921875,216.1372528076172,1568.54931640625,432.2745056152344
220,260,3,1,946,235,898.3585205078125,196.36325073242188,946,235,993.8203735351562,274.45452880859375,0,898.3585205078125,196.36325073242188,1892.1788940429688,392.72650146484375,898.3585205078125,196.36325073242188,1892.1788940429688,392.72650146484375
219,260,4,1,786,291,768.5096435546875,224.236572265625,786,291,804.1826782226562,358.18536376953125,0,768.5096435546875,224.236572265625,1572.6923217773438,448.47314453125,768.5096435546875,224.236572265625,1572.6923217773438,448.47314453125
221,261,3,1,944,228,901.6109008789062,193.80494689941406,944,228,988.093017578125,263.0899963378906,0,901.6109008789062,193.80494689941406,1889.7039184570312,387.6098937988281,901.6109008789062,193.80494689941406,1889.7039184570312,387.6098937988281
220,261,4,1,789,299,770.3345947265625,230.96104431152344,789,299,809.2366943359375,367.2880554199219,0,770.3345947265625,230.96104431152344,1579.5712890625,461.9220886230469,770.3345947265625,230.96104431152344,1579.5712890625,461.9220886230469
222,262,3,1,942,221,902.411865234375,191.1046600341797,942,221,982.7581176757812,252.87416076660156,0,902.411865234375,191.1046600341797,1885.1699829101562,382.2093200683594,902.411865234375,191.1046600341797,1885.1699829101562,382.2093200683594
221,262,4,1,788,308,769.61767578125,242.88650512695312,788,308,807.8407592773438,374.44171142578125,0,769.61767578125,242.88650512695312,1577.4584350585938,485.77301025390625,769.61767578125,242.88650512695312,1577.4584350585938,485.77301025390625
223,263,3,1,942,215,902.0262451171875,183.69424438476562,942,215,983.8935546875,247.66334533691406,0,902.0262451171875,183.69424438476562,1885.9197998046875,367.38848876953125,902.0262451171875,183.69424438476562,1885.9197998046875,367.38848876953125
222,263,4,1,785,317,767.4003295898438,253.85621643066406,785,317,802.6941528320312,382.023193359375,0,767.4003295898438,253.85621643066406,1570.094482421875,507.7124328613281,767.4003295898438,253.85621643066406,1570.094482421875,507.7124328613281
223,264,4,1,783,324,765.2620849609375,259.1610412597656,783,324,801.5172729492188,389.9653625488281,0,765.2620849609375,259.1610412597656,1566.7793579101562,518.3220825195312,765.2620849609375,259.1610412597656,1566.7793579101562,518.3220825195312
1,264,5,1,941,215,900.992919921875,182.13526916503906,941,215,982.2939453125,249.73265075683594,0,900.992919921875,182.13526916503906,1883.286865234375,364.2705383300781,900.992919921875,182.13526916503906,1883.286865234375,364.2705383300781
224,265,4,1,781,330,764.3511962890625,262.90435791015625,781,330,799.314208984375,397.6888732910156,0,764.3511962890625,262.90435791015625,1563.6654052734375,525.8087158203125,764.3511962890625,262.90435791015625,1563.6654052734375,525.8087158203125
2,265,5,1,940,218,899.0770874023438,181.24057006835938,940,218,981.0474243164062,254.8854217529297,0,899.0770874023438,181.24057006835938,1880.12451171875,362.48114013671875,899.0770874023438,181.24057006835938,1880.12451171875,362.48114013671875
225,266,4,1,782,338,764.2174682617188,272.3005676269531,782,338,799.8016357421875,405.4031066894531,0,764.2174682617188,272.3005676269531,1564.0191040039062,544.6011352539062,764.2174682617188,272.3005676269531,1564.0191040039062,544.6011352539062
3,266,5,1,937,216,895.3601684570312,175.87664794921875,937,216,979.6401977539062,258.0928955078125,0,895.3601684570312,175.87664794921875,1875.0003662109375,351.7532958984375,895.3601684570312,175.87664794921875,1875.0003662109375,351.7532958984375
226,267,4,1,782,343,764.5428466796875,273.1364440917969,782,343,799.9225463867188,413.7249450683594,0,764.5428466796875,273.1364440917969,1564.4653930664062,546.2728881835938,764.5428466796875,273.1364440917969,1564.4653930664062,546.2728881835938
4,267,5,1,931,217,892.5714111328125,173.60423278808594,931,217,971.0426635742188,262.0141906738281,0,892.5714111328125,173.60423278808594,1863.6140747070312,347.2084655761719,892.5714111328125,173.60423278808594,1863.6140747070312,347.2084655761719
227,268,4,1,783,352,765.604248046875,284.1479187011719,783,352,800.8702392578125,421.3868713378906,0,765.604248046875,284.1479187011719,1566.4744873046875,568.2958374023438,765.604248046875,284.1479187011719,1566.4744873046875,568.2958374023438
5,268,5,1,924,219,888.9909057617188,172.952880859375,924,219,960.3521118164062,266.8284606933594,0,888.9909057617188,172.952880859375,1849.343017578125,345.90576171875,888.9909057617188,172.952880859375,1849.343017578125,345.90576171875
228,269,4,1,783,358,765.405029296875,290.46392822265625,783,358,802.0782470703125,427.4346008300781,0,765.405029296875,290.46392822265625,1567.4832763671875,580.9278564453125,765.405029296875,290.46392822265625,1567.4832763671875,580.9278564453125
6,269,5,1,923,220,886.7230224609375,170.24429321289062,923,220,960.4400024414062,270.15936279296875,0,886.7230224609375,170.24429321289062,1847.1630249023438,340.48858642578125,886.7230224609375,170.24429321289062,1847.1630249023438,340.48858642578125
229,270,4,1,782,366,764.915283203125,300.3101806640625,782,366,801.0440673828125,433.6086120605469,0,764.915283203125,300.3101806640625,1565.9593505859375,600.620361328125,764.915283203125,300.3101806640625,1565.9593505859375,600.620361328125
7,270,5,1,919,224,885.1837158203125,172.87863159179688,919,224,954.0664672851562,275.2774658203125,0,885.1837158203125,172.87863159179688,1839.2501831054688,345.75726318359375,885.1837158203125,172.87863159179688,1839.2501831054688,345.75726318359375
230,271,4,1,782,371,764.1931762695312,302.6065673828125,782,371,800.314208984375,440.852783203125,0,764.1931762695312,302.6065673828125,1564.5073852539062,605.213134765625,764.1931762695312,302.6065673828125,1564.5073852539062,605.213134765625
8,271,5,1,921,227,885.7163696289062,175.21136474609375,921,227,957.2792358398438,279.91925048828125,0,885.7163696289062,175.21136474609375,1842.99560546875,350.4227294921875,885.7163696289062,175.21136474609375,1842.99560546875,350.4227294921875
231,272,4,1,780,377,763.20458984375,307.7408142089844,780,377,798.5105590820312,446.6085205078125,0,763.20458984375,307.7408142089844,1561.7151489257812,615.4816284179688,763.20458984375,307.7408142089844,1561.7151489257812,615.4816284179688
9,272,5,1,921,236,885.908203125,187.3152618408203,921,236,956.2857666015625,285.63873291015625,0,885.908203125,187.3152618408203,1842.1939697265625,374.6305236816406,885.908203125,187.3152618408203,1842.1939697265625,374.6305236816406
232,273,4,1,779,382,762.5743408203125,313.1913146972656,779,382,797.1311645507812,452.5191650390625,0,762.5743408203125,313.1913146972656,1559.7055053710938,626.3826293945312,762.5743408203125,313.1913146972656,1559.7055053710938,626.3826293945312
10,273,5,1,919,239,884.5789184570312,189.30357360839844,919,239,954.750732421875,289.6533508300781,0,884.5789184570312,189.30357360839844,1839.3296508789062,378.6071472167969,884.5789184570312,189.30357360839844,1839.3296508789062,378.6071472167969
